0	22	3395.0	+
0	115	5066.0	+
0	306	3969.0	+
0	312	6603.0	+
0	327	6666.0	+
0	333	5623.0	+
0	360	5060.0	+
0	367	4016.0	+
0	370	8066.0	+
0	495	8066.0	+
0	508	8066.0	+
0	513	8066.0	+
0	515	4436.0	+
0	631	8066.0	+
1	151	6020.0	+
1	376	1251.0	+
1	384	6743.0	+
1	457	7847.0	+
1	458	7177.0	+
1	567	7906.0	+
1	660	7849.0	+
1	714	7849.0	+
1	745	5586.0	+
1	783	7801.0	+
1	785	5785.0	+
1	847	1301.0	+
1	854	4139.0	+
1	981	6100.0	+
2	295	3671.0	+
2	443	3671.0	+
2	464	5016.0	+
2	504	2881.0	+
2	703	4922.0	+
2	901	5120.0	+
3	99	6727.0	+
3	167	2789.0	+
3	234	2789.0	+
3	282	2789.0	+
3	285	7745.0	+
3	302	7745.0	+
3	338	7745.0	+
3	349	7745.0	+
3	352	2378.0	+
3	478	1367.0	+
3	581	7325.0	+
3	592	7745.0	+
3	609	7745.0	+
3	717	1652.0	+
3	794	2515.0	+
3	861	2790.0	+
3	923	1063.0	+
3	965	993.0	+
4	8	7478.0	+
4	215	12430.0	+
4	348	10095.0	+
4	353	14149.0	+
4	502	14756.0	+
4	661	10309.0	+
4	695	9842.0	+
4	902	13086.0	+
4	903	11971.0	+
5	437	11859.0	+
5	528	13625.0	+
5	559	13361.0	+
5	699	11391.0	+
5	927	12205.0	+
6	184	11431.0	+
6	241	10720.0	+
6	421	1754.0	+
6	537	3076.0	+
6	720	11323.0	+
6	810	9553.0	+
6	830	9427.0	+
6	972	2021.0	+
6	980	1472.0	+
7	453	11063.0	+
7	460	10974.0	+
7	491	11137.0	+
7	891	11137.0	+
7	893	11049.0	+
8	4	7440.0	+
8	215	7440.0	+
8	348	7450.0	+
8	353	7440.0	+
8	502	7380.0	+
8	661	7450.0	+
8	695	7446.0	+
8	902	7446.0	+
8	903	5541.0	+
9	40	6447.0	+
9	118	6415.0	+
9	214	11801.0	+
9	304	3817.0	+
9	445	10028.0	+
9	466	9417.0	+
9	560	12459.0	+
9	578	9751.0	+
9	596	9326.0	+
9	667	9377.0	+
9	836	5170.0	+
9	837	8936.0	+
9	949	8970.0	+
9	1001	8704.0	+
10	30	8565.0	+
10	57	7103.0	+
10	385	13268.0	+
10	459	11467.0	+
10	584	10764.0	+
10	686	13242.0	+
10	692	10766.0	+
10	727	9358.0	+
10	796	11659.0	+
10	957	8397.0	+
11	20	6288.0	+
11	220	6276.0	+
11	270	6270.0	+
11	386	6287.0	+
11	588	6443.0	+
11	750	6433.0	+
11	888	6276.0	+
11	971	6292.0	+
12	134	1623.0	+
12	191	8340.0	+
12	286	8340.0	+
12	328	8340.0	+
12	343	2832.0	+
12	351	8340.0	+
12	436	3336.0	+
12	488	8340.0	+
12	550	8229.0	+
12	744	8324.0	+
12	962	2324.0	+
13	417	9064.0	+
13	434	8427.0	+
13	655	8403.0	+
13	789	8493.0	+
13	993	9061.0	+
14	83	5552.0	+
14	117	4896.0	+
14	225	5552.0	+
14	252	5645.0	+
14	254	9716.0	+
14	364	5693.0	+
14	413	5550.0	+
14	414	5540.0	+
14	526	9547.0	+
14	589	9718.0	+
14	591	5522.0	+
14	605	9171.0	+
14	682	5649.0	+
14	710	5547.0	+
14	754	9262.0	+
14	879	3061.0	+
14	973	5511.0	+
15	115	4015.0	+
15	250	1161.0	+
15	306	4919.0	+
15	360	2910.0	+
15	471	8683.0	+
15	599	8700.0	+
15	606	8691.0	+
15	634	8725.0	+
15	738	8731.0	+
16	65	2985.0	+
16	290	9232.0	+
16	395	3293.0	+
16	726	3272.0	+
16	761	9231.0	+
16	801	9389.0	+
16	915	3900.0	+
16	916	9134.0	+
16	956	3844.0	+
16	970	9288.0	+
17	121	5339.0	+
17	202	2986.0	+
17	204	5538.0	+
17	314	11368.0	+
17	557	14121.0	+
17	568	12729.0	+
17	617	9949.0	+
17	640	6310.0	+
17	701	11112.0	+
17	813	6019.0	+
17	857	5521.0	+
17	991	14242.0	+
18	227	2462.0	+
18	294	1618.0	+
18	347	9478.0	+
18	394	2383.0	+
18	553	9289.0	+
18	656	8766.0	+
18	772	9523.0	+
18	896	9503.0	+
19	62	1987.0	+
19	143	2304.0	+
19	346	6823.0	+
19	429	3935.0	+
19	511	11328.0	+
19	628	10543.0	+
19	684	4768.0	+
19	768	11527.0	+
19	777	11542.0	+
19	918	2461.0	+
19	930	10653.0	+
19	996	6565.0	+
20	11	6221.0	+
20	220	8138.0	+
20	270	8138.0	+
20	386	8138.0	+
20	588	8138.0	+
20	750	7335.0	+
20	888	8138.0	+
20	971	8138.0	+
21	34	1326.0	+
21	345	9051.0	+
21	427	3686.0	+
21	509	9051.0	+
21	641	8522.0	+
21	925	9031.0	+
21	969	8575.0	+
22	0	4023.0	+
22	306	2126.0	+
22	312	7885.0	+
22	327	2381.0	+
22	333	7885.0	+
22	360	7885.0	+
22	367	7885.0	+
22	370	7367.0	+
22	495	6586.0	+
22	508	4456.0	+
22	513	6714.0	+
22	515	7885.0	+
22	631	5546.0	+
23	85	1611.0	+
23	258	7024.0	+
23	316	6680.0	+
23	329	1226.0	+
23	407	6826.0	+
23	424	1183.0	+
23	448	2569.0	+
23	467	7020.0	+
23	636	1246.0	+
23	664	1200.0	+
23	826	7008.0	+
23	842	1107.0	+
23	843	7074.0	+
23	865	7018.0	+
23	885	1515.0	+
23	899	1838.0	+
23	975	4402.0	+
24	255	7151.0	+
24	317	7151.0	+
24	340	7151.0	+
24	382	7151.0	+
24	446	7151.0	+
25	107	3954.0	+
25	334	4165.0	+
25	391	6470.0	+
25	724	6009.0	+
25	770	6108.0	+
25	824	6374.0	+
25	869	6404.0	+
26	330	7158.0	+
26	378	7158.0	+
26	411	7158.0	+
26	529	7158.0	+
26	533	7158.0	+
27	179	9392.0	+
27	190	8858.0	+
27	320	9777.0	+
27	731	8849.0	+
27	864	8858.0	+
28	188	1404.0	+
28	580	11143.0	+
28	778	13297.0	+
28	805	13320.0	+
28	873	12815.0	+
28	950	13291.0	+
29	199	6534.0	+
29	288	11236.0	+
29	496	11352.0	+
29	643	11460.0	+
29	676	11933.0	+
29	967	11294.0	+
30	10	8713.0	+
30	57	7106.0	+
30	385	9964.0	+
30	459	9516.0	+
30	584	9893.0	+
30	686	8843.0	+
30	692	4917.0	+
30	727	9964.0	+
30	796	7087.0	+
30	957	9768.0	+
31	164	5816.0	+
31	449	9043.0	+
31	452	8300.0	+
31	571	8839.0	+
31	723	7118.0	+
31	725	9043.0	+
31	756	9043.0	+
31	797	7831.0	+
31	866	8985.0	+
31	990	8989.0	+
32	419	4218.0	+
32	524	4218.0	+
32	816	4305.0	+
32	880	4219.0	+
32	947	4219.0	+
33	82	7296.0	+
33	305	8098.0	+
33	324	8020.0	+
33	648	6872.0	+
33	709	7948.0	+
33	737	8012.0	+
33	753	7405.0	+
33	858	8098.0	+
33	906	8007.0	+
33	987	6774.0	+
34	21	1295.0	+
34	208	5421.0	+
34	247	5421.0	+
34	345	2847.0	+
34	359	5438.0	+
34	427	6143.0	+
34	509	2881.0	+
34	604	5421.0	+
34	641	2539.0	+
34	925	2881.0	+
35	112	2712.0	+
35	379	6425.0	+
35	412	6400.0	+
35	472	6424.0	+
35	635	6421.0	+
35	665	3625.0	+
35	693	6275.0	+
35	868	6522.0	+
35	912	3853.0	+
35	922	4377.0	+
36	210	7754.0	+
36	298	1991.0	+
36	404	7754.0	+
36	465	2092.0	+
36	569	7754.0	+
36	573	7754.0	+
36	742	7756.0	+
37	44	4909.0	+
37	209	4216.0	+
37	375	2481.0	+
37	583	6124.0	+
37	586	5537.0	+
37	598	6013.0	+
37	646	3077.0	+
37	675	3115.0	+
37	683	5464.0	+
37	712	6041.0	+
37	746	6003.0	+
37	748	4651.0	+
37	774	5519.0	+
37	775	5559.0	+
37	786	5406.0	+
37	840	6041.0	+
38	171	2483.0	+
38	187	2543.0	+
38	377	1116.0	+
38	410	2485.0	+
38	479	2610.0	+
38	518	2543.0	+
38	632	2505.0	+
38	700	2543.0	+
38	881	2543.0	+
38	977	2528.0	+
39	70	3724.0	+
39	171	3580.0	+
39	217	10391.0	+
39	235	13407.0	+
39	265	13205.0	+
39	337	3877.0	+
39	377	3604.0	+
39	405	10890.0	+
39	410	3521.0	+
39	518	6896.0	+
39	618	4601.0	+
39	624	6325.0	+
39	632	1615.0	+
39	779	11192.0	+
39	850	5493.0	+
39	917	4673.0	+
39	977	4067.0	+
40	9	7139.0	+
40	118	1997.0	+
40	214	14205.0	+
40	304	11964.0	+
40	445	6094.0	+
40	466	8998.0	+
40	560	6068.0	+
40	578	2221.0	+
40	596	13273.0	+
40	667	14636.0	+
40	836	13428.0	+
40	837	2112.0	+
40	949	3750.0	+
40	1001	2786.0	+
41	352	4138.0	+
41	356	3762.0	+
41	398	3762.0	+
41	717	4018.0	+
41	832	3762.0	+
42	183	10576.0	+
42	368	10516.0	+
42	397	10328.0	+
42	470	10428.0	+
42	671	11433.0	+
43	218	10346.0	+
43	403	10346.0	+
43	534	10255.0	+
43	877	10346.0	+
43	960	10346.0	+
44	37	4319.0	+
44	158	4912.0	+
44	170	3998.0	+
44	209	8047.0	+
44	229	1942.0	+
44	375	6938.0	+
44	583	9267.0	+
44	586	12671.0	+
44	597	5654.0	+
44	598	8770.0	+
44	646	7465.0	+
44	668	6067.0	+
44	675	7162.0	+
44	683	12335.0	+
44	691	6513.0	+
44	712	9340.0	+
44	739	5574.0	+
44	746	6834.0	+
44	748	13105.0	+
44	774	12353.0	+
44	775	13545.0	+
44	786	15116.0	+
44	840	10262.0	+
44	874	1785.0	+
44	909	4436.0	+
45	522	8098.0	+
45	532	8018.0	+
45	602	8015.0	+
45	685	7980.0	+
45	884	8004.0	+
46	136	8372.0	+
46	205	8536.0	+
46	224	8548.0	+
46	350	8543.0	+
46	444	7369.0	+
46	845	8543.0	+
46	983	8538.0	+
47	234	1526.0	+
47	505	6190.0	+
47	582	6192.0	+
47	659	6120.0	+
47	790	6190.0	+
47	978	6327.0	+
48	193	7273.0	+
48	231	7122.0	+
48	456	7194.0	+
48	760	1203.0	+
48	848	7150.0	+
48	900	7123.0	+
49	576	5694.0	+
49	600	5694.0	+
49	875	5694.0	+
49	894	5694.0	+
49	951	5694.0	+
50	129	1682.0	+
50	239	4232.0	+
50	362	9174.0	+
50	564	9175.0	+
50	623	6987.0	+
50	763	2645.0	+
50	835	9175.0	+
50	935	9175.0	+
50	979	9170.0	+
50	984	5283.0	+
51	242	8369.0	+
51	492	8359.0	+
51	652	8369.0	+
51	687	8369.0	+
51	963	8362.0	+
52	251	4960.0	+
52	318	4960.0	+
52	325	4960.0	+
52	335	4960.0	+
52	434	1179.0	+
52	514	1179.0	+
52	585	4993.0	+
52	610	1175.0	+
52	655	1179.0	+
52	702	1270.0	+
52	809	1163.0	+
53	223	3992.0	+
53	264	3992.0	+
53	342	3992.0	+
53	428	3992.0	+
53	482	3992.0	+
54	263	4994.0	+
54	269	5086.0	+
54	441	4994.0	+
54	480	5071.0	+
54	546	4994.0	+
54	812	3405.0	+
55	301	12003.0	+
55	339	11498.0	+
55	846	11221.0	+
55	870	11071.0	+
55	992	10799.0	+
56	268	8228.0	+
56	309	8222.0	+
56	562	8221.0	+
56	673	8225.0	+
56	807	8212.0	+
57	10	7515.0	+
57	30	7429.0	+
57	385	7618.0	+
57	459	7224.0	+
57	584	7538.0	+
57	686	7569.0	+
57	692	3663.0	+
57	727	7618.0	+
57	796	7571.0	+
57	957	7235.0	+
58	181	12917.0	+
58	271	12919.0	+
58	704	15561.0	+
58	718	12779.0	+
58	955	19625.0	+
58	996	1857.0	+
59	230	10140.0	+
59	274	10231.0	+
59	303	6325.0	+
59	570	10231.0	+
59	758	10231.0	+
59	867	10231.0	+
60	67	1349.0	+
60	432	2888.0	+
60	521	8391.0	+
60	566	5861.0	+
60	575	6090.0	+
60	593	5406.0	+
60	627	5858.0	+
60	694	8391.0	+
60	762	8393.0	+
60	823	8391.0	+
60	940	8387.0	+
61	289	6078.0	+
61	358	7460.0	+
61	440	7460.0	+
61	556	7491.0	+
61	579	7460.0	+
61	784	7460.0	+
62	19	2019.0	+
62	346	7877.0	+
62	429	7877.0	+
62	511	5084.0	+
62	628	1124.0	+
62	684	7877.0	+
62	768	3366.0	+
62	777	2510.0	+
62	918	7877.0	+
62	930	1126.0	+
62	996	7877.0	+
63	551	7995.0	+
63	669	7995.0	+
63	689	7995.0	+
63	733	1507.0	+
63	878	7995.0	+
63	943	7995.0	+
64	237	11740.0	+
64	276	10820.0	+
64	283	11703.0	+
64	688	8350.0	+
64	736	11740.0	+
64	985	10995.0	+
65	16	2583.0	+
65	71	1364.0	+
65	166	1383.0	+
65	186	8259.0	+
65	376	996.0	+
65	384	1370.0	+
65	395	12563.0	+
65	423	1390.0	+
65	457	1368.0	+
65	458	1374.0	+
65	462	1391.0	+
65	525	1386.0	+
65	660	1372.0	+
65	714	1331.0	+
65	726	10794.0	+
65	745	1375.0	+
65	764	1364.0	+
65	785	1374.0	+
65	812	2516.0	+
65	847	1358.0	+
65	854	1393.0	+
65	876	3143.0	+
65	911	10724.0	+
65	915	11956.0	+
65	956	12473.0	+
65	981	995.0	+
65	1000	1369.0	+
66	185	1444.0	+
66	200	1349.0	+
66	213	1351.0	+
66	307	1348.0	+
66	388	1377.0	+
67	60	1337.0	+
67	432	2070.0	+
67	521	2059.0	+
67	566	2070.0	+
67	575	2156.0	+
67	593	2090.0	+
67	627	2185.0	+
67	694	2061.0	+
67	762	2056.0	+
67	823	2063.0	+
67	940	2060.0	+
68	133	6826.0	+
68	272	8374.0	+
68	300	8374.0	+
68	374	8374.0	+
68	481	8374.0	+
68	587	8380.0	+
68	729	8374.0	+
68	831	7369.0	+
69	88	9661.0	+
69	178	1807.0	+
69	194	11449.0	+
69	355	11651.0	+
69	625	11585.0	+
69	696	11577.0	+
69	749	11567.0	+
70	39	3618.0	+
70	175	5192.0	+
70	217	3275.0	+
70	235	7848.0	+
70	265	3123.0	+
70	337	8897.0	+
70	357	3750.0	+
70	405	4381.0	+
70	618	8886.0	+
70	624	8897.0	+
70	651	5382.0	+
70	779	3767.0	+
70	850	8897.0	+
70	855	5382.0	+
70	863	5381.0	+
70	917	8886.0	+
70	1002	5382.0	+
71	65	1467.0	+
71	151	3681.0	+
71	166	1540.0	+
71	376	8198.0	+
71	384	6383.0	+
71	395	1467.0	+
71	423	1557.0	+
71	457	7275.0	+
71	458	6114.0	+
71	462	1542.0	+
71	525	1541.0	+
71	660	6148.0	+
71	714	7390.0	+
71	726	1468.0	+
71	745	8197.0	+
71	764	1566.0	+
71	783	2960.0	+
71	785	8197.0	+
71	847	8197.0	+
71	854	8197.0	+
71	915	1170.0	+
71	956	1484.0	+
71	981	5110.0	+
71	1000	1547.0	+
